ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
1 Eastfield Court,Ferndale,250000,3,1,1,955,396,2017,11400,Queens Park Station,2700,"07-2016",6148,-32.03099,115.9353606,FOUNTAIN COLLEGE,1.5711536476349452,
1 Easton Court,Boya,508000,4,2,2,1010,157,1993,18600,Midland Station,5700,"05-2015",6056,-31.91901559,116.0521097,TREETOPS MONTESSORI SCHOOL,2.0913038430418953,
1 Edelweiss Way,Beckenham,415000,4,2,2,538,115,1994,12300,Beckenham Station,721,"09-2018",6107,-32.02013901,115.9617687,REHOBOTH CHRISTIAN COLLEGE,1.9878412317278398,
1 Edgecombe Pass,Aveley,550000,4,3,3,741,254,2008,21500,Woodbridge Station,11200,"05-2019",6069,-31.79128655,115.9853567,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.34028915753561406,53
1 El Porto Way,Iluka,935000,4,2,2,623,280,2007,27500,Currambine Station,2000,"02-2020",6028,-31.73064,115.7305,PRENDIVILLE CATHOLIC COLLEGE,2.811932288355208,60
1 Elfin Grove,Warnbro,380000,3,2,3,759,179,1994,44000,Warnbro Station,1500,"03-2018",6169,-32.33945,115.76287,WARNBRO COMMUNITY HIGH SCHOOL,0.7674817174207745,
1 Elvire Street,Midland,349000,2,1,NULL,927,106,1930,15300,Midland Station,633,"01-2018",6056,-31.88588,116.00078,LA SALLE COLLEGE,0.8824765111293752,53
1 Empress Crescent,Atwell,470000,4,2,2,701,168,1998,19700,Cockburn Central Station,687,"03-2019",6164,-32.12896,115.8641,ATWELL COLLEGE,1.6680994731167307,129
1 Epping Court,High Wycombe,475000,4,2,2,500,197,2007,14500,Midland Station,4700,"09-2020",6057,-31.933213,116.010305,YOUTH FUTURES COMMUNITY SCHOOL,4.567599087956438,
1 Ericht Pass,Kinross,577500,4,2,2,674,161,NULL,28800,Currambine Station,1500,"04-2019",6028,-31.71267,115.74442,LAKE JOONDALUP BAPTIST COLLEGE,3.1936569444535032,80
1 Estevan Way,Ferndale,490000,4,2,5,700,79,1975,11100,Queens Park Station,3000,"02-2018",6148,-32.03262,115.92794,FOUNTAIN COLLEGE,0.8624621848625819,
1 Ethel Street,Guildford,715000,4,2,1,380,160,1900,11700,Guildford Station,249,"02-2015",6055,-31.90087308,115.9671624,GUILDFORD GRAMMAR SCHOOL,1.585287253108679,52
1 Etna Place,Rossmoyne,1100000,4,3,NULL,520,240,2009,9100,Bull Creek Station,2200,"09-2014",6148,-32.03299881,115.8710379,AQUINAS COLLEGE,1.1586690823274857,23
1 Eudora Way,North Coogee,1130000,4,2,2,495,241,2009,19200,Fremantle Station,6300,"10-2017",6163,-32.10580379,115.7663769,PORT SCHOOL,2.7724699981086705,
1 Facey Road,Gnangara,340000,4,1,NULL,40864,180,1978,20400,Edgewater Station,8900,"12-1998",6077,-31.76939,115.87276,LANDSDALE CHRISTIAN SCHOOL,4.193281124963692,
1 Fairetha Court,Ascot,720000,4,3,2,528,189,1997,8700,Bassendean Station,2600,"09-2014",6104,-31.92723,115.94662,CYRIL JACKSON SENIOR CAMPUS,1.6404497031616245,
1 Fairhaven Terrace,Hillarys,1075000,4,2,NULL,451,282,2003,20400,Whitfords Station,4600,"02-2019",6025,-31.8026285,115.7335301,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.9960874930925765,58
1 Fallow Crescent,Spearwood,475000,4,2,2,427,142,1994,19600,Cockburn Central Station,7700,"01-2019",6163,-32.11469111,115.7777208,PORT SCHOOL,3.5247258188858805,
1 Fantail Drive,Bibra Lake,545000,4,2,2,735,170,1984,17200,Cockburn Central Station,3700,"02-2017",6163,-32.10444,115.828,PERTH WALDORF SCHOOL,1.675110283069383,
1 Farrington Street,Warnbro,317500,4,2,2,872,153,1965,43800,Warnbro Station,1900,"03-2018",6169,-32.33509,115.75024,LIVING WATERS LUTHERAN COLLEGE,0.971267691050537,51
1 Federal Street,Osborne Park,465000,3,2,2,337,117,2002,6800,Glendalough Station,1900,"07-2020",6017,-31.89819732,115.8259776,SERVITE COLLEGE,0.8803877559786919,65
1 Felpham Court,Success,449000,4,2,2,502,185,2004,20600,Cockburn Central Station,1800,"08-2020",6164,-32.13581424,115.8464459,EMMANUEL CATHOLIC COLLEGE,1.0042534402617076,58
1 Ferguson Road,Karragullen,150000,4,2,NULL,16392,160,1980,28000,Seaforth Station,8600,"06-1995",6111,-32.09728005,116.1008255,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,8.801104301025326,40
1 Ficarra Way,Sinagra,450000,4,2,2,588,160,NULL,24300,Joondalup Station,3500,"05-2018",6065,-31.73905,115.80411,WANNEROO SECONDARY COLLEGE,2.3392931376685975,131
1 First Avenue,Woodbridge,525000,3,1,2,607,94,1969,14400,Woodbridge Station,95,"11-2007",6056,-31.89071,115.99245,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.39660670184083685,130
1 Fischer Road,Darlington,900000,4,3,3,2152,260,1982,21500,Midland Station,7700,"08-2017",6070,-31.90745,116.08066,HELENA COLLEGE,1.01788587865268,78
1 Flello Rise,Bedfordale,950000,4,3,3,3102,287,2009,29700,Armadale Station,4300,"12-2014",6112,-32.15915736,116.0580013,SOUTHERN HILLS CHRISTIAN COLLEGE,2.663422392714136,
1 Flemington Way,Redcliffe,375000,3,2,NULL,428,144,2000,8300,Bassendean Station,4600,"09-2020",6104,-31.94468218,115.9462251,BELMONT CITY COLLEGE,1.9329278995923345,57
1 Flint Close,Pearsall,522000,4,2,2,641,222,2002,19900,Edgewater Station,3600,"02-2019",6065,-31.7776903,115.815662,ALTA-1,0.8828001504020482,
1 Florey Place,Huntingdale,464000,4,1,4,700,182,1986,17900,Gosnells Station,2800,"07-2016",6110,-32.0806105,115.972457,SOUTHERN RIVER COLLEGE,0.8956053692480858,121
1 Floribunda Gate,Dayton,550000,4,2,2,414,190,NULL,15000,East Guildford Station,4200,"01-2016",6055,-31.85877749,115.9732655,SWAN CHRISTIAN COLLEGE,3.636457594403293,93
1 Forrest Court,Kiara,490000,4,2,2,720,166,1989,10400,Ashfield Station,3000,"10-2008",6054,-31.88619,115.93636,KIARA COLLEGE,0.9794607508034756,
1 Fort Street,Morley,560000,2,1,NULL,605,185,2006,6300,Meltham Station,1700,"05-2020",6062,-31.90743,115.89934,JOHN FORREST SECONDARY COLLEGE,0.3917012664671572,74
1 Fortuna View,Iluka,1160000,4,2,3,696,329,2010,26900,Currambine Station,2900,"07-2019",6028,-31.73934726,115.7245862,PRENDIVILLE CATHOLIC COLLEGE,2.2247264469982344,60
1 Fortune Street,Balcatta,460000,3,2,2,322,109,1997,8100,Stirling Station,2100,"07-2018",6021,-31.88513,115.82445,BALCATTA SENIOR HIGH SCHOOL,1.5724517959293423,135
1 Fourth Avenue,Rossmoyne,872000,4,2,2,1029,147,1989,9300,Bull Creek Station,2000,"01-2014",6148,-32.0356484,115.8700915,ROSSMOYNE SENIOR HIGH SCHOOL,1.1816277886610917,16
1 Fran Court,Merriwa,335000,3,2,2,653,168,2002,34000,Clarkson Station,3100,"04-2017",6030,-31.67332,115.71274,QUINNS BAPTIST COLLEGE,0.3994851302453237,118
1 Frederic Street,Koongamia,83000,2,1,2,935,100,1959,17600,Midland Station,4100,"06-1998",6056,-31.90971373,116.0383163,SWAN VIEW SENIOR HIGH SCHOOL,2.537533644600079,
1 Freedman Road,Menora,925000,4,2,4,792,237,1969,3900,Mount Lawley Station,2600,"01-2018",6050,-31.9174949,115.8627879,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.7770936549534767,20
1 Gaffin Way,Kwinana Town Centre,330000,3,2,2,203,108,2015,32500,Wellard Station,2400,"11-2015",6167,-32.24220021,115.8152219,GILMORE COLLEGE,0.43937257359156273,138
1 Gali Lane,City Beach,1930000,4,3,2,440,307,2012,8800,Swanbourne Station,6000,"04-2016",6015,-31.92904792,115.770024,NEWMAN COLLEGE,1.7608619613636132,44
1 Galilee Way,Baldivis,547000,3,2,2,749,259,2009,43400,Warnbro Station,5000,"07-2020",6171,-32.34096334,115.8181808,BALDIVIS SECONDARY COLLEGE,1.22823888675086,134
1 Gamay Court,The Vines,533000,4,2,NULL,734,243,2001,26100,Midland Station,15400,"09-2017",6069,-31.75328,116.00534,HOLY CROSS COLLEGE,3.7064215883191935,98
1 Gannett Street,Bateman,460000,2,1,1,807,76,1969,10600,Bull Creek Station,634,"07-2019",6150,-32.04687661,115.8473517,CORPUS CHRISTI COLLEGE,1.201104502750636,28
1 Genesta Place,Two Rocks,405000,4,2,2,819,139,1986,57200,Butler Station,19100,"01-2016",6037,-31.49278,115.58896,YANCHEP SECONDARY COLLEGE,8.416124394930307,
1 Georges Close,Kallaroo,1075000,4,2,3,773,330,1989,20600,Whitfords Station,3500,"08-2016",6025,-31.79391,115.74608,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.5925881517503163,58
1 Gerygone Pass,Tapping,465000,3,2,2,420,185,2007,26700,Currambine Station,3600,"08-2017",6065,-31.72047938,115.7877351,JOSEPH BANKS SECONDARY COLLEGE,2.566084751071037,92
1 Ghost Gum Boulevard,Banksia Grove,335000,4,2,2,373,116,2004,28800,Clarkson Station,6100,"08-2017",6031,-31.69797849,115.8022078,JOSEPH BANKS SECONDARY COLLEGE,0.5371549862250681,92
1 Gianatti Ramble,East Cannington,745000,4,2,2,462,337,2008,11700,Beckenham Station,1200,"08-2016",6107,-32.0131973,115.9599173,SEVENOAKS SENIOR COLLEGE,1.6630049076909694,114
1 Gidgee Cove,Kenwick,385000,3,2,2,416,141,2015,15100,Madding,1700,"05-2018",6107,-32.03440647,115.9855347,REHOBOTH CHRISTIAN COLLEGE,0.7817533089278483,
1 Gilchrist Avenue,Bibra Lake,480000,3,1,2,700,102,1980,15000,Murdoch Station,2300,"08-2016",6163,-32.08615,115.84273,LEEMING SENIOR HIGH SCHOOL,1.8197365122985636,89
1 Gillespie Court,Lockridge,330000,3,1,5,351,100,2000,11100,Bassendean Station,1900,"09-2015",6054,-31.88684,115.94766,KIARA COLLEGE,1.5805977119834675,
1 Gillon Road,Noranda,520000,4,2,NULL,752,214,1990,9600,Bayswater Station,4500,"11-2016",6062,-31.87758,115.90971,HAMPTON SENIOR HIGH SCHOOL,2.1968361317962275,117
1 Giudice Way,Yangebup,885000,4,2,2,641,255,2009,19900,Cockburn Central Station,4700,"11-2020",6164,-32.12598858,115.8084681,DIVINE MERCY COLLEGE,1.5799270500026135,
1 Glasson Way,Darch,610000,4,2,2,596,247,2007,16400,Whitfords Station,5500,"08-2016",6065,-31.80600361,115.8399203,ASHDALE SECONDARY COLLEGE,0.6424997711313413,75
1 Glebe Close,Mindarie,830000,4,2,2,726,266,2001,32900,Clarkson Station,2500,"01-2018",6030,-31.68433,115.71265,QUINNS BAPTIST COLLEGE,0.9351675390104184,118
1 Glenelg Street,Mount Hawthorn,825000,4,2,2,325,144,NULL,3900,West Leederville Station,1800,"02-2018",6016,-31.92631,115.83128,BOLD PARK COMMUNITY SCHOOL,0.8120958853584155,
1 Gloucester Road,Kalamunda,485000,4,2,1,997,179,1970,19700,Madding,10300,"07-2018",6076,-31.9862,116.06309,KALAMUNDA SENIOR HIGH SCHOOL,1.1316072058559248,107
1 Gloucester Street,Swanbourne,980000,4,2,3,500,180,NULL,8600,Swanbourne Station,915,"05-2017",6010,-31.97448929,115.7713637,SCOTCH COLLEGE,0.7589308241649902,24
1 Gold Lane,Iluka,769000,5,2,2,638,323,2005,27500,Currambine Station,2000,"06-2017",6028,-31.73051,115.73091,PRENDIVILLE CATHOLIC COLLEGE,2.814006509425797,60
1 Goldsmith Drive,Wellard,900000,4,2,5,2929,346,1998,34800,Wellard Station,1200,"12-2018",6170,-32.26368,115.82987,THE KING'S COLLEGE,1.347217423278439,
1 Gordon Place,Huntingdale,410000,3,2,1,675,143,1985,17400,Gosnells Station,2900,"05-2016",6110,-32.076494,115.9698639,SOUTHERN RIVER COLLEGE,1.3867827258095105,121
1 Gorman Place,Calista,475000,4,2,2,559,201,2006,33200,Wellard Station,2200,"12-2015",6167,-32.247079,115.805396,GILMORE COLLEGE,1.320656151613119,138
1 Graduate Place,Marangaroo,385000,4,2,1,613,132,1993,14200,Warwick Station,5200,"07-2019",6064,-31.82507,115.84667,GIRRAWHEEN SENIOR HIGH SCHOOL,1.3487736966952382,
1 Grahame Street,Mount Helena,385000,4,1,2,1635,134,1975,34800,Midland Station,20300,"05-2019",6082,-31.86844,116.21402,EASTERN HILLS SENIOR HIGH SCHOOL,0.840697792336558,105
1 Grancey Avenue,Mundaring,650000,2,1,NULL,3675,231,2005,28800,Midland Station,14800,"02-2020",6073,-31.90044,116.15701,MUNDARING CHRISTIAN COLLEGE,2.2049776123195732,
1 Grant Street,Duncraig,730000,5,2,2,576,183,2012,16000,Greenwood Station,1900,"02-2020",6023,-31.82993213,115.7682169,DUNCRAIG SENIOR HIGH SCHOOL,0.8987050124562183,32
1 Gray Road,Gooseberry Hill,560000,5,3,2,2646,270,1990,16700,Midland Station,8200,"05-2016",6076,-31.95903077,116.0355405,KALAMUNDA SENIOR HIGH SCHOOL,2.8620448664142564,107
1 Gray Road,Haynes,720000,4,2,2,2000,232,1993,24700,Armadale Station,2900,"01-2013",6112,-32.14771648,115.9833416,CECIL ANDREWS COLLEGE,1.0837834212141273,139
1 Green Street,Kewdale,505000,3,1,2,688,132,1986,8100,Queens Park Station,2900,"05-2017",6105,-31.98095493,115.9380797,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.5347278879686045,102
1 Greygum Rise,Kenwick,362500,5,2,1,515,153,1998,15300,Madding,1400,"07-2019",6107,-32.03717,115.98572,REHOBOTH CHRISTIAN COLLEGE,0.9599976366140783,
1 Grid Court,Beldon,487000,3,1,2,685,124,1983,22000,Edgewater Station,1600,"02-2017",6027,-31.7725,115.76202,BELRIDGE SECONDARY COLLEGE,0.2595192258331441,102
1 Grimsay Road,Ardross,600000,3,1,3,380,95,1970,8300,Canning Bridge Station,2500,"08-2016",6153,-32.02469,115.83702,APPLECROSS SENIOR HIGH SCHOOL,0.5520845502362297,34
1 Grove End Ridge,Mount Claremont,1675000,4,3,2,1055,299,2000,7400,Claremont Station,1800,"10-2017",6010,-31.96425,115.78209,JOHN XXIII COLLEGE,0.5453652631717104,8
1 Grove Street,Shoalwater,315000,3,1,1,825,109,1980,40200,Rockingham Station,4600,"09-2017",6169,-32.29130126,115.7122419,ROCKINGHAM SENIOR HIGH SCHOOL,2.3000038859599172,
1 Guy Place,Melville,990000,3,2,3,873,156,NULL,10700,Bull Creek Station,4700,"09-2019",6156,-32.03713,115.80538,MELVILLE SENIOR HIGH SCHOOL,1.0212576743540371,61
1 Hadlow Court,Leeming,428000,4,3,4,803,204,1980,13500,Murdoch Station,1600,"11-2018",6149,-32.07296442,115.8655018,LEEMING SENIOR HIGH SCHOOL,0.8703660068269112,89
1 Halleendale Road,Walliston,620000,4,2,NULL,1386,244,1995,20500,Madding,9700,"10-2007",6076,-32.00122,116.06845,ST BRIGID'S COLLEGE,1.627588918896693,99
1 Hamlyn Glen,Kiara,405000,3,1,3,975,126,1993,10600,Ashfield Station,3400,"07-2012",6054,-31.88204218,115.9341911,KIARA COLLEGE,0.5180012679121346,
1 Hanrahan Loop,Kardinya,643000,4,2,2,701,188,1982,14000,Murdoch Station,4300,"10-2018",6163,-32.06888,115.80488,NORTH LAKE SENIOR CAMPUS,0.9809345664585671,
1 Hansen Vista,Landsdale,538000,5,2,2,556,212,2006,15600,Greenwood Station,7700,"07-2019",6065,-31.81228,115.86481,LANDSDALE CHRISTIAN SCHOOL,0.6503653819164303,
1 Hardey Road,Serpentine,375000,4,2,4,2000,127,1995,47700,Warnbro Station,20100,"09-2014",6125,-32.36876,115.97618,COURT GRAMMAR SCHOOL,11.11406715917102,
1 Harrier Way,Beldon,395000,3,1,1,461,130,1985,21300,Edgewater Station,559,"11-2017",6027,-31.77517826,115.774014,BELRIDGE SECONDARY COLLEGE,1.1553102777307784,102
1 Hartle Lane,Brookdale,311850,4,2,2,471,154,2014,28000,Armadale Station,1900,"10-2013",6112,-32.17006445,116.0063044,ARMADALE SENIOR HIGH SCHOOL,1.2149886200286786,
1 Hartley Street,Coolbellup,499000,4,2,2,613,230,1969,15300,Murdoch Station,5400,"03-2017",6163,-32.07800737,115.7947337,SETON CATHOLIC COLLEGE,0.6046656429050424,91
1 Hartwell Parade,Jandakot,620000,4,2,2,815,228,2002,17400,Cockburn Central Station,1900,"02-2019",6164,-32.10808521,115.8555693,LAKELAND SENIOR HIGH SCHOOL,0.9160905846351471,
1 Harwood Pass,Darling Downs,660000,5,3,2,4297,269,2004,30400,Armadale Station,4300,"07-2018",6122,-32.19289143,116.0120665,ARMADALE SENIOR HIGH SCHOOL,3.4953990501896666,
1 Harwood Street,Hilton,560003,3,2,2,537,175,1953,14400,Fremantle Station,4000,"08-2016",6163,-32.06521332,115.7843712,SETON CATHOLIC COLLEGE,1.1883374781016336,91
1 Hazlett Close,South Lake,481000,4,2,1,703,123,1985,17300,Cockburn Central Station,2900,"07-2016",6164,-32.10647,115.83728,LAKELAND SENIOR HIGH SCHOOL,0.8627698562242826,
1 Hebb Court,Parkerville,635000,3,1,6,20070,160,2001,29400,Midland Station,14800,"06-2016",6081,-31.873898,116.1557516,MUNDARING CHRISTIAN COLLEGE,3.6012456457780346,
1 Henderson Road,Stoneville,430000,3,1,2,2190,120,NULL,30500,Midland Station,16100,"04-2013",6081,-31.88207,116.17109,MUNDARING CHRISTIAN COLLEGE,2.0422468323502296,
1 Hennessy Drive,Ashby,430000,4,2,2,570,187,2005,25000,Joondalup Station,3200,"07-2020",6065,-31.73327888,115.797917,WANNEROO SECONDARY COLLEGE,3.1839639763138377,131
1 Henrietta Court,Coogee,727000,4,2,2,691,245,1998,20800,Cockburn Central Station,8100,"09-2015",6166,-32.12453,115.77293,PORT SCHOOL,4.646060583241165,
1 Henty Court,Mirrabooka,450000,4,1,1,723,187,1985,10800,Warwick Station,6200,"04-2015",6061,-31.85539218,115.8610425,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.6027313733002939,35
1 Herbert Road,Subiaco,910000,2,1,1,241,120,NULL,4600,Daglish Station,422,"07-2018",6008,-31.95496368,115.8103043,SHENTON COLLEGE,0.866979288016515,14
1 Heslop Road,Lesmurdie,705000,5,2,3,1000,223,2000,19500,Madding,9400,"04-2018",6076,-31.99545,116.05911,ST BRIGID'S COLLEGE,0.6772861076458347,99
1 Hewlett Turn,Tapping,470000,4,2,2,594,250,2002,26700,Currambine Station,4600,"07-2018",6065,-31.71751458,115.7986454,JOSEPH BANKS SECONDARY COLLEGE,2.104618346656851,92
1 Hillcrest Drive,Darlington,474000,3,2,3,2851,240,1974,21800,Midland Station,8800,"01-2018",6070,-31.92197,116.08688,TREETOPS MONTESSORI SCHOOL,1.2138634487887092,
1 Hilliger Turn,Jane Brook,515000,4,2,2,430,168,2015,21300,Midland Station,6400,"02-2016",6056,-31.85965981,116.056712,SWAN VIEW SENIOR HIGH SCHOOL,3.307926501985638,
1 Hilltop Close,Mahogany Creek,272500,3,1,2,1799,140,1987,27400,Midland Station,13500,"01-2005",6072,-31.90108,116.14282,MUNDARING CHRISTIAN COLLEGE,3.546323001541575,
1 Hilltop Place,Edgewater,492500,4,2,NULL,736,197,1987,21800,Edgewater Station,825,"12-2017",6027,-31.76698,115.78496,MATER DEI COLLEGE,0.8388866400672013,104
1 Hillwater Promenade,Bennett Springs,565000,4,2,2,631,209,NULL,12600,Bassendean Station,4800,"05-2015",6063,-31.8612434,115.9386062,KIARA COLLEGE,1.8327815115591515,
1 Hitek Court,Merriwa,280000,4,2,2,599,105,1990,34000,Clarkson Station,3000,"11-2020",6030,-31.67284,115.71496,QUINNS BAPTIST COLLEGE,0.5846696918678415,118
1 Holmesdale Road,Woodbridge,575000,3,1,2,510,112,1935,14500,Woodbridge Station,366,"10-2016",6056,-31.89292,115.99591,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.8039341108656063,130
1 Holywell Street,Middle Swan,495000,4,3,2,500,180,2012,16900,Midland Station,2200,"01-2013",6056,-31.87473097,116.0125088,LA SALLE COLLEGE,0.8759900360680547,53
1 Honister Close,Balga,290000,4,1,2,714,132,1984,11100,Warwick Station,4200,"08-2019",6061,-31.8534138,115.8397022,BALGA SENIOR HIGH SCHOOL,0.6827401543738686,
1 Hood Street,Forrestfield,365000,3,1,2,700,120,1984,15400,Madding,6200,"09-2020",6058,-31.99944892,116.012145,HERITAGE COLLEGE PERTH,2.0446112597278505,
1 Horsemans View,Roleystone,670000,5,2,7,2783,284,2011,29800,Sherwood Station,7200,"01-2019",6111,-32.13753366,116.0867356,SOUTHERN HILLS CHRISTIAN COLLEGE,6.096922304164809,
1 Hulbert Street,South Fremantle,1200000,4,2,3,455,103,1965,16800,Fremantle Station,2700,"01-2018",6162,-32.07436,115.75525,FREMANTLE COLLEGE,1.3979942512101657,128
1 Huntington Road,Coogee,910000,3,3,2,706,280,1986,20000,Fremantle Station,7300,"02-2019",6166,-32.11466,115.76909,PORT SCHOOL,3.625613581433157,
1 Hydra Close,Rockingham,340000,3,1,2,725,105,1970,39700,Rockingham Station,2600,"01-2019",6168,-32.29327,115.73428,ROCKINGHAM SENIOR HIGH SCHOOL,0.9325623488341199,
1 Hynes Road,Dalkeith,1800000,4,2,2,1072,233,1985,8200,Claremont Station,1900,"02-2015",6009,-31.9961478,115.7896847,METHODIST LADIES' COLLEGE,1.6772415437349486,5
1 INGODA LINK,Baldivis,650000,5,1,NULL,719,278,2013,43800,Warnbro Station,4800,"05-2020",6171,-32.34367531,115.814739,TRANBY COLLEGE,1.405372823464404,62
1 Ingot Lane,Harrisdale,492000,4,2,2,446,197,2008,19300,Cockburn Central Station,6800,"09-2020",6112,-32.11452587,115.9296236,CAREY BAPTIST COLLEGE,0.6461087757883154,62
1 Iona Place,Cannington,543800,4,2,2,527,158,1996,9900,Queens Park Station,526,"11-2017",6107,-32.01165,115.93722,SEVENOAKS SENIOR COLLEGE,0.4884036882393895,114
1 Irma Way,Butler,360000,4,2,2,568,151,2006,37300,Butler Station,1000,"04-2020",6036,-31.64276,115.70605,BUTLER COLLEGE,1.021665760805465,39
1 Ironcap Grove,Wandi,305000,4,2,2,439,185,2015,27600,Kwinana Station,4300,"06-2015",6167,-32.20048161,115.8608325,GILMORE COLLEGE,6.035286552705849,138
1 Ivythorne Grove,Kiara,210000,3,1,2,534,125,1992,10500,Ashfield Station,3400,"09-2013",6054,-31.88213,115.93384,KIARA COLLEGE,0.534034734235495,
1 Jacolite Street,Darch,530000,4,2,2,597,211,2006,15700,Greenwood Station,6300,"08-2019",6065,-31.81164307,115.8494115,ASHDALE SECONDARY COLLEGE,0.7482650686773793,75
1 Jade Grove,Edgewater,480000,4,2,2,723,185,1982,21700,Edgewater Station,610,"02-2017",6027,-31.76818,115.78316,MATER DEI COLLEGE,0.7400292454395415,104
1 Jaffa Close,Seville Grove,375000,3,2,2,647,129,1994,24600,Sherwood Station,2500,"10-2016",6112,-32.145346,115.9854452,CECIL ANDREWS COLLEGE,0.7626531679499792,139
1 Jamaican Road,Safety Bay,372500,3,2,1,688,160,1980,41000,Rockingham Station,2500,"09-2017",6169,-32.30719,115.74437,SAFETY BAY SENIOR HIGH SCHOOL,0.5395219042147812,136
1 Jameson Street,Mosman Park,980000,3,2,2,1140,135,1989,11300,Vic,1200,"09-2017",6012,-32.01677624,115.7666944,IONA PRESENTATION COLLEGE,0.9228652151245809,17
1 Jaraba Avenue,Gooseberry Hill,1400000,3,2,1,2819,189,1920,17800,Midland Station,9200,"12-2015",6076,-31.96416265,116.0464413,KALAMUNDA SENIOR HIGH SCHOOL,1.7815009599188047,107
1 Jarrah Lane,Mount Claremont,1210000,3,2,2,309,220,2002,6600,Loch Street Station,379,"12-2020",6010,-31.96853,115.79211,JOHN XXIII COLLEGE,1.180421191193814,8
1 Jaywick Close,Safety Bay,435000,4,2,NULL,565,214,1997,40800,Rockingham Station,3500,"07-2017",6169,-32.30164,115.72676,SAFETY BAY SENIOR HIGH SCHOOL,1.3479028438748668,136
1 Jecks Street,Maida Vale,508000,4,2,2,561,199,2003,15100,Midland Station,7500,"09-2020",6057,-31.95706,116.01909,DARLING RANGE SPORTS COLLEGE,2.209908563143077,137
1 Jeffrey Loop,Brookdale,315000,4,2,2,330,123,2014,28000,Armadale Station,1800,"03-2017",6112,-32.16939481,116.0083618,ARMADALE SENIOR HIGH SCHOOL,1.0412523665189413,
