Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
178,09-01-2020 15:00,01-08-2020 09:00,08-01-2020 16:59,Mumbai,331,ILLEGAL POSSESSION,54,F,None,Other Crime,11,No,
179,10-01-2020 12:00,01-08-2020 10:00,09-01-2020 07:31,Agra,191,FRAUD,42,F,Knife,Other Crime,8,No,
180,10-01-2020 01:00,01-08-2020 11:00,09-01-2020 02:31,Pune,584,DOMESTIC VIOLENCE,72,M,Blunt Object,Violent Crime,14,Yes,23-01-2020 01:00
181,10-01-2020 18:00,01-08-2020 12:00,09-01-2020 07:34,Bangalore,341,TRAFFIC VIOLATION,23,F,Poison,Traffic Fatality,1,No,
182,10-01-2020 13:00,01-08-2020 13:00,09-01-2020 12:16,Mumbai,541,CYBERCRIME,53,F,Poison,Other Crime,9,No,
183,10-01-2020 09:00,01-08-2020 14:00,08-01-2020 17:18,Ahmedabad,133,SEXUAL ASSAULT,28,F,Firearm,Violent Crime,12,Yes,09-05-2021 09:00
184,10-01-2020 04:00,01-08-2020 15:00,08-01-2020 23:28,Hyderabad,422,SEXUAL ASSAULT,27,F,None,Violent Crime,4,No,
185,08-01-2020 19:00,01-08-2020 16:00,08-01-2020 17:27,Mumbai,151,FRAUD,67,F,Other,Other Crime,19,Yes,03-03-2020 19:00
186,11-01-2020 15:00,01-08-2020 17:00,09-01-2020 08:32,Bangalore,287,FRAUD,70,F,Other,Other Crime,8,Yes,12-03-2020 15:00
187,09-01-2020 09:00,01-08-2020 18:00,09-01-2020 10:28,Delhi,541,VANDALISM,75,F,Blunt Object,Other Crime,4,Yes,13-02-2020 09:00
188,09-01-2020 18:00,01-08-2020 19:00,09-01-2020 18:53,Nagpur,236,IDENTITY THEFT,66,F,None,Violent Crime,14,Yes,15-03-2020 18:00
189,09-01-2020 04:00,01-08-2020 20:00,09-01-2020 03:24,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,23-03-2020 04:00
190,11-01-2020 05:00,01-08-2020 21:00,08-01-2020 21:24,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,12-02-2020 05:00
191,09-01-2020 15:00,01-08-2020 22:00,09-01-2020 15:53,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,
192,09-01-2020 02:00,01-08-2020 23:00,09-01-2020 20:39,Delhi,381,IDENTITY THEFT,18,M,Blunt Object,Violent Crime,11,Yes,20-01-2020 02:00
193,10-01-2020 20:00,01-09-2020 00:00,09-01-2020 05:28,Ghaziabad,249,PUBLIC INTOXICATION,19,F,None,Other Crime,3,No,
194,09-01-2020 09:00,01-09-2020 01:00,09-01-2020 04:00,Jaipur,389,DOMESTIC VIOLENCE,49,M,None,Violent Crime,12,Yes,06-03-2020 09:00
195,11-01-2020 16:00,01-09-2020 02:00,09-01-2020 08:16,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,
196,10-01-2020 04:00,01-09-2020 03:00,10-01-2020 00:18,Lucknow,562,DOMESTIC VIOLENCE,56,M,Other,Violent Crime,4,Yes,14-02-2020 04:00
197,10-01-2020 10:00,01-09-2020 04:00,09-01-2020 15:55,Ahmedabad,287,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,1,Yes,24-01-2020 10:00
198,11-01-2020 17:00,01-09-2020 05:00,09-01-2020 10:20,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,22-01-2020 17:00
199,10-01-2020 09:00,01-09-2020 06:00,09-01-2020 21:01,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,
200,11-01-2020 13:00,01-09-2020 07:00,10-01-2020 02:06,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,
201,11-01-2020 23:00,01-09-2020 08:00,10-01-2020 04:27,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,05-02-2020 23:00
202,12-01-2020 08:00,01-09-2020 09:00,09-01-2020 18:52,Nagpur,484,FRAUD,63,M,Explosives,Other Crime,13,No,
203,10-01-2020 04:00,01-09-2020 10:00,09-01-2020 12:58,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,15-03-2020 04:00
204,11-01-2020 16:00,01-09-2020 11:00,09-01-2020 13:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,14-03-2020 16:00
205,11-01-2020 04:00,01-09-2020 12:00,10-01-2020 02:34,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,03-03-2020 04:00
206,09-01-2020 22:00,01-09-2020 13:00,09-01-2020 23:51,Thane,246,VEHICLE - STOLEN,44,F,None,Violent Crime,7,Yes,29-02-2020 22:00
207,11-01-2020 08:00,01-09-2020 14:00,10-01-2020 12:37,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,10-02-2020 08:00
208,09-01-2020 19:00,01-09-2020 15:00,09-01-2020 20:15,Patna,542,ASSAULT,59,M,None,Violent Crime,2,No,
209,10-01-2020 11:00,01-09-2020 16:00,09-01-2020 17:29,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,
210,12-01-2020 03:00,01-09-2020 17:00,10-01-2020 06:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,14-01-2020 03:00
211,11-01-2020 10:00,01-09-2020 18:00,09-01-2020 20:05,Bhopal,148,COUNTERFEITING,15,M,Explosives,Other Crime,6,No,
212,10-01-2020 00:00,01-09-2020 19:00,10-01-2020 14:15,Delhi,439,FIREARM OFFENSE,34,M,Blunt Object,Fire Accident,17,No,
213,11-01-2020 23:00,01-09-2020 20:00,10-01-2020 07:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,21-01-2020 23:00
214,11-01-2020 05:00,01-09-2020 21:00,10-01-2020 02:45,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,13-03-2020 05:00
215,11-01-2020 16:00,01-09-2020 22:00,10-01-2020 00:56,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,01-09-2021 16:00
216,10-01-2020 16:00,01-09-2020 23:00,10-01-2020 09:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,
217,12-01-2020 18:00,01-10-2020 00:00,10-01-2020 05:32,Kolkata,572,COUNTERFEITING,73,M,None,Other Crime,2,Yes,23-02-2020 18:00
218,11-01-2020 15:00,01-10-2020 01:00,10-01-2020 23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,
219,12-01-2020 20:00,01-10-2020 02:00,10-01-2020 08:44,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,
220,12-01-2020 11:00,01-10-2020 03:00,10-01-2020 17:27,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,
221,10-01-2020 23:00,01-10-2020 04:00,11-01-2020 03:16,Kolkata,218,VEHICLE - STOLEN,24,F,None,Violent Crime,1,Yes,15-02-2020 23:00
222,11-01-2020 08:00,01-10-2020 05:00,10-01-2020 05:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,22-01-2020 08:00
223,11-01-2020 21:00,01-10-2020 06:00,10-01-2020 19:37,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,
224,12-01-2020 21:00,01-10-2020 07:00,10-01-2020 23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,01-05-2020 21:00
225,10-01-2020 19:00,01-10-2020 08:00,11-01-2020 00:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,01-04-2020 19:00
226,10-01-2020 15:00,01-10-2020 09:00,10-01-2020 15:46,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,
227,12-01-2020 16:00,01-10-2020 10:00,10-01-2020 23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,16-03-2020 16:00
228,10-01-2020 16:00,01-10-2020 11:00,11-01-2020 01:56,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,
229,13-01-2020 05:00,01-10-2020 12:00,11-01-2020 04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,25-02-2020 05:00
230,11-01-2020 00:00,01-10-2020 13:00,11-01-2020 08:27,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,
231,12-01-2020 23:00,01-10-2020 14:00,10-01-2020 22:47,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,
232,12-01-2020 15:00,01-10-2020 15:00,11-01-2020 04:38,Patna,547,ARSON,32,F,None,Fire Accident,12,Yes,15-02-2020 15:00
233,12-01-2020 17:00,01-10-2020 16:00,10-01-2020 19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,
234,11-01-2020 17:00,01-10-2020 17:00,11-01-2020 03:46,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,
235,12-01-2020 21:00,01-10-2020 18:00,10-01-2020 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,14-01-2020 21:00
236,13-01-2020 02:00,01-10-2020 19:00,10-01-2020 22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,07-04-2020 02:00
237,12-01-2020 13:00,01-10-2020 20:00,11-01-2020 06:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,
238,12-01-2020 02:00,01-10-2020 21:00,11-01-2020 04:23,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,
239,12-01-2020 17:00,01-10-2020 22:00,11-01-2020 10:13,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,
240,11-01-2020 11:00,01-10-2020 23:00,11-01-2020 11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,
241,12-01-2020 14:00,01-11-2020 00:00,11-01-2020 00:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,
242,11-01-2020 08:00,01-11-2020 01:00,11-01-2020 03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,12-02-2020 08:00
243,12-01-2020 01:00,01-11-2020 02:00,11-01-2020 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,06-04-2020 01:00
244,13-01-2020 22:00,01-11-2020 03:00,11-01-2020 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,21-08-2020 22:00
245,13-01-2020 00:00,01-11-2020 04:00,11-01-2020 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,27-06-2020 00:00
246,11-01-2020 21:00,01-11-2020 05:00,11-01-2020 17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,
247,13-01-2020 11:00,01-11-2020 06:00,11-01-2020 08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,24-03-2020 11:00
248,14-01-2020 03:00,01-11-2020 07:00,11-01-2020 20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,28-02-2020 03:00
249,13-01-2020 23:00,01-11-2020 08:00,12-01-2020 07:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,26-03-2020 23:00
250,13-01-2020 22:00,01-11-2020 09:00,11-01-2020 21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,23-01-2020 22:00
251,14-01-2020 07:00,01-11-2020 10:00,12-01-2020 02:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,
252,13-01-2020 05:00,01-11-2020 11:00,11-01-2020 15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,31-03-2020 05:00
253,12-01-2020 03:00,01-11-2020 12:00,12-01-2020 01:17,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,06-02-2020 03:00
254,12-01-2020 18:00,01-11-2020 13:00,11-01-2020 15:04,Nashik,123,ILLEGAL POSSESSION,39,M,None,Other Crime,3,Yes,20-01-2020 18:00
255,14-01-2020 10:00,01-11-2020 14:00,11-01-2020 21:38,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,No,
256,13-01-2020 17:00,01-11-2020 15:00,12-01-2020 06:45,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,20-01-2020 17:00
257,12-01-2020 13:00,01-11-2020 16:00,12-01-2020 00:13,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,10-02-2020 13:00
258,11-01-2020 19:00,01-11-2020 17:00,11-01-2020 17:21,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,
259,12-01-2020 22:00,01-11-2020 18:00,11-01-2020 22:11,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,02-04-2020 22:00
260,13-01-2020 07:00,01-11-2020 19:00,12-01-2020 08:18,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,
261,12-01-2020 20:00,01-11-2020 20:00,12-01-2020 01:13,Chennai,542,BURGLARY,11,F,None,Other Crime,7,Yes,28-05-2020 20:00
262,12-01-2020 22:00,01-11-2020 21:00,12-01-2020 07:49,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,06-02-2020 22:00
263,12-01-2020 20:00,01-11-2020 22:00,12-01-2020 08:50,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,
264,13-01-2020 22:00,01-11-2020 23:00,12-01-2020 22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,18-12-2020 22:00
265,12-01-2020 17:00,01-12-2020 00:00,12-01-2020 19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,21-02-2020 17:00
266,12-01-2020 12:00,01-12-2020 01:00,12-01-2020 03:39,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,
267,13-01-2020 16:00,01-12-2020 02:00,12-01-2020 08:13,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,
268,14-01-2020 10:00,01-12-2020 03:00,12-01-2020 23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,24-01-2020 10:00
269,12-01-2020 14:00,01-12-2020 04:00,12-01-2020 08:35,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,No,
270,15-01-2020 00:00,01-12-2020 05:00,12-01-2020 07:42,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,28-02-2020 00:00
271,13-01-2020 08:00,01-12-2020 06:00,12-01-2020 08:31,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,No,
272,14-01-2020 20:00,01-12-2020 07:00,12-01-2020 23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,06-02-2020 20:00
273,13-01-2020 00:00,01-12-2020 08:00,12-01-2020 11:51,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,No,
274,14-01-2020 04:00,01-12-2020 09:00,12-01-2020 14:37,Bangalore,515,VEHICLE - STOLEN,56,F,None,Violent Crime,6,No,
275,14-01-2020 05:00,01-12-2020 10:00,13-01-2020 04:01,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,No,
276,14-01-2020 16:00,01-12-2020 11:00,13-01-2020 06:07,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,No,
277,12-01-2020 23:00,01-12-2020 12:00,13-01-2020 10:15,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,
278,15-01-2020 05:00,01-12-2020 13:00,12-01-2020 13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,
279,14-01-2020 09:00,01-12-2020 14:00,13-01-2020 04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,30-01-2020 09:00
280,13-01-2020 05:00,01-12-2020 15:00,13-01-2020 04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,07-04-2020 05:00
281,15-01-2020 11:00,01-12-2020 16:00,13-01-2020 10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,
282,13-01-2020 12:00,01-12-2020 17:00,13-01-2020 00:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,14-03-2020 12:00
283,13-01-2020 03:00,01-12-2020 18:00,13-01-2020 01:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,
284,14-01-2020 19:00,01-12-2020 19:00,13-01-2020 03:34,Mumbai,481,ARSON,55,F,None,Fire Accident,5,Yes,28-03-2020 19:00
285,14-01-2020 12:00,01-12-2020 20:00,13-01-2020 15:38,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,
286,15-01-2020 04:00,01-12-2020 21:00,13-01-2020 05:53,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,25-03-2020 04:00
287,13-01-2020 00:00,01-12-2020 22:00,13-01-2020 16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,01-02-2020 00:00
288,14-01-2020 15:00,01-12-2020 23:00,13-01-2020 01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,29-03-2020 15:00
289,14-01-2020 08:00,01-13-2020 00:00,13-01-2020 15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,25-01-2020 08:00
290,15-01-2020 11:00,01-13-2020 01:00,13-01-2020 10:14,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,
291,13-01-2020 23:00,01-13-2020 02:00,13-01-2020 08:25,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,
292,15-01-2020 23:00,01-13-2020 03:00,13-01-2020 20:23,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,
293,14-01-2020 22:00,01-13-2020 04:00,13-01-2020 11:50,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,No,
294,14-01-2020 17:00,01-13-2020 05:00,13-01-2020 10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,07-02-2020 17:00
295,15-01-2020 15:00,01-13-2020 06:00,13-01-2020 11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,07-03-2020 15:00
296,13-01-2020 17:00,01-13-2020 07:00,13-01-2020 13:14,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,25-01-2020 17:00
297,13-01-2020 20:00,01-13-2020 08:00,13-01-2020 16:27,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,No,
298,15-01-2020 06:00,01-13-2020 09:00,14-01-2020 04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,26-01-2020 06:00
299,15-01-2020 07:00,01-13-2020 10:00,14-01-2020 04:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,
300,15-01-2020 07:00,01-13-2020 11:00,14-01-2020 04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,05-04-2020 07:00
301,16-01-2020 08:00,01-13-2020 12:00,14-01-2020 08:43,Jaipur,390,IDENTITY THEFT,64,M,None,Violent Crime,6,No,
302,16-01-2020 01:00,01-13-2020 13:00,14-01-2020 00:49,Chennai,206,ARSON,59,F,None,Fire Accident,12,Yes,09-04-2020 01:00
303,13-01-2020 16:00,01-13-2020 14:00,13-01-2020 21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,
304,15-01-2020 00:00,01-13-2020 15:00,13-01-2020 20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,None,Other Crime,11,Yes,17-01-2020 00:00
305,13-01-2020 22:00,01-13-2020 16:00,13-01-2020 16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,21-01-2020 22:00
306,14-01-2020 05:00,01-13-2020 17:00,14-01-2020 07:31,Faridabad,431,FIREARM OFFENSE,27,M,Poison,Fire Accident,19,No,
307,14-01-2020 01:00,01-13-2020 18:00,13-01-2020 22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,15-01-2020 01:00
308,15-01-2020 03:00,01-13-2020 19:00,14-01-2020 07:24,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,
309,14-01-2020 12:00,01-13-2020 20:00,14-01-2020 17:26,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,Yes,10-07-2021 12:00
310,15-01-2020 17:00,01-13-2020 21:00,14-01-2020 16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,30-01-2020 17:00
311,16-01-2020 17:00,01-13-2020 22:00,14-01-2020 16:21,Delhi,395,DRUG OFFENSE,29,F,None,Other Crime,6,Yes,04-04-2020 17:00
312,15-01-2020 22:00,01-13-2020 23:00,14-01-2020 12:22,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,
313,15-01-2020 00:00,01-14-2020 00:00,14-01-2020 16:05,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,
314,15-01-2020 01:00,01-14-2020 01:00,14-01-2020 04:12,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,
315,16-01-2020 04:00,01-14-2020 02:00,14-01-2020 17:13,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,Yes,24-04-2020 04:00
316,14-01-2020 20:00,01-14-2020 03:00,14-01-2020 19:05,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,Yes,01-07-2020 20:00
317,14-01-2020 13:00,01-14-2020 04:00,14-01-2020 12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,23-01-2020 13:00
318,15-01-2020 07:00,01-14-2020 05:00,14-01-2020 19:04,Nashik,106,COUNTERFEITING,67,M,None,Other Crime,5,No,
319,15-01-2020 10:00,01-14-2020 06:00,14-01-2020 13:56,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,
320,16-01-2020 01:00,01-14-2020 07:00,15-01-2020 02:59,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,No,
321,16-01-2020 07:00,01-14-2020 08:00,14-01-2020 17:56,Pune,446,FRAUD,45,M,Poison,Other Crime,7,No,
322,15-01-2020 16:00,01-14-2020 09:00,14-01-2020 15:37,Kolkata,503,TRAFFIC VIOLATION,62,M,None,Traffic Fatality,18,Yes,28-01-2020 16:00
323,15-01-2020 14:00,01-14-2020 10:00,14-01-2020 21:12,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,
324,15-01-2020 23:00,01-14-2020 11:00,14-01-2020 18:59,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,No,
325,17-01-2020 07:00,01-14-2020 12:00,14-01-2020 20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,31-01-2020 07:00
326,17-01-2020 07:00,01-14-2020 13:00,15-01-2020 05:46,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,
327,16-01-2020 01:00,01-14-2020 14:00,15-01-2020 12:44,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,
328,14-01-2020 17:00,01-14-2020 15:00,15-01-2020 13:02,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,No,
329,15-01-2020 07:00,01-14-2020 16:00,15-01-2020 02:16,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,No,
330,17-01-2020 16:00,01-14-2020 17:00,15-01-2020 16:31,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,23-02-2020 16:00
331,16-01-2020 00:00,01-14-2020 18:00,15-01-2020 13:53,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,25-03-2020 00:00
332,15-01-2020 16:00,01-14-2020 19:00,14-01-2020 21:22,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,10-02-2020 16:00
333,15-01-2020 07:00,01-14-2020 20:00,15-01-2020 07:04,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,12-03-2020 07:00
334,16-01-2020 20:00,01-14-2020 21:00,15-01-2020 13:22,Hyderabad,225,VANDALISM,42,M,None,Other Crime,8,No,
335,16-01-2020 01:00,01-14-2020 22:00,15-01-2020 21:18,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,
336,15-01-2020 02:00,01-14-2020 23:00,15-01-2020 20:02,Ahmedabad,359,SHOPLIFTING,40,F,None,Other Crime,5,Yes,12-02-2020 02:00
337,15-01-2020 19:00,01-15-2020 00:00,15-01-2020 15:06,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,
338,17-01-2020 22:00,01-15-2020 01:00,15-01-2020 06:07,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,31-08-2020 22:00
339,16-01-2020 06:00,01-15-2020 02:00,15-01-2020 10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,None,Violent Crime,6,Yes,16-03-2020 06:00
340,15-01-2020 20:00,01-15-2020 03:00,15-01-2020 17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,07-02-2020 20:00
341,17-01-2020 08:00,01-15-2020 04:00,15-01-2020 16:24,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,13-07-2020 08:00
342,15-01-2020 07:00,01-15-2020 05:00,16-01-2020 04:41,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,
343,16-01-2020 23:00,01-15-2020 06:00,15-01-2020 21:41,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,30-03-2020 23:00
344,16-01-2020 06:00,01-15-2020 07:00,15-01-2020 07:58,Ghaziabad,559,ASSAULT,48,F,None,Violent Crime,3,Yes,12-04-2020 06:00
345,15-01-2020 14:00,01-15-2020 08:00,15-01-2020 10:55,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,
346,17-01-2020 18:00,01-15-2020 09:00,16-01-2020 04:37,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,No,
347,17-01-2020 10:00,01-15-2020 10:00,16-01-2020 09:08,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,
348,17-01-2020 06:00,01-15-2020 11:00,16-01-2020 05:33,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,13-02-2020 06:00
349,17-01-2020 15:00,01-15-2020 12:00,16-01-2020 09:42,Lucknow,343,TRAFFIC VIOLATION,17,F,None,Traffic Fatality,19,No,
350,16-01-2020 10:00,01-15-2020 13:00,15-01-2020 18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,09-02-2020 10:00
351,18-01-2020 01:00,01-15-2020 14:00,16-01-2020 05:48,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,
352,15-01-2020 19:00,01-15-2020 15:00,16-01-2020 01:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,25-02-2020 19:00
